# 2016 8 3 7 36 5.500000 72.790000 127.098000 10.8000 0.000000 0.000000 0.000000 0.000000 1
SI.624  121.600  1.00 S
SI.623  111.300  1.00 P
SI.623  124.400  1.00 S
# 2016 8 29 15 35 4.400000 71.481000 129.562000 0.0000 0.000000 0.000000 0.000000 0.000000 59
SI.632  103.400  1.00 P
SI.632  106.300  1.00 S
SI.630  113.500  1.00 P
SI.630  123.700  1.00 S
SI.625  124.000  1.00 P
SI.625  142.000  1.00 S
# 2016 8 29 22 23 19.000000 72.203000 127.781000 19.2000 0.000000 0.000000 0.000000 0.000000 60
SI.630   65.000  1.00 P
SI.630   68.800  1.00 S
SI.627   65.800  1.00 P
SI.627   70.200  1.00 S
SI.628   65.900  1.00 P
SI.628   70.400  1.00 S
SI.629   66.400  1.00 P
SI.629   71.300  1.00 S
# 2016 8 30 16 0 27.000000 72.018000 127.925000 11.0000 0.000000 0.000000 0.000000 0.000000 61
SI.630   63.100  1.00 P
SI.630   65.500  1.00 S
SI.629   64.300  1.00 P
SI.629   67.600  1.00 S
SI.627   66.000  1.00 P
SI.627   70.500  1.00 S
# 2016 9 2 7 39 5.500000 72.779000 123.958000 10.0000 0.000000 0.000000 0.000000 0.000000 62
SI.620  114.400  1.00 P
SI.620  117.300  1.00 S
SI.622  121.200  1.00 P
SI.622  128.500  1.00 S
SI.628  130.100  1.00 P
SI.628  144.000  1.00 S
SI.630  137.600  1.00 P
SI.630  158.400  1.00 S
# 2016 9 2 7 40 5.600000 72.765000 123.975000 11.8000 0.000000 0.000000 0.000000 0.000000 63
SI.620   54.300  1.00 P
SI.620   57.100  1.00 S
SI.622   61.100  1.00 P
SI.622   68.300  1.00 S
SI.628   69.900  1.00 P
SI.628   83.800  1.00 S
SI.630   77.500  1.00 P
SI.630   97.500  1.00 S
# 2016 9 2 7 41 0.400000 72.830000 124.058000 0.2000 0.000000 0.000000 0.000000 0.000000 64
SI.620  124.800  1.00 P
SI.620  127.700  1.00 S
SI.622  131.500  1.00 P
SI.622  139.100  1.00 S
SI.623  134.700  1.00 P
SI.623  144.600  1.00 S
SI.624  135.700  1.00 P
SI.624  146.900  1.00 S
# 2016 9 2 7 42 0.800000 72.802000 124.022000 3.4000 0.000000 0.000000 0.000000 0.000000 65
SI.620   64.400  1.00 P
SI.620   67.200  1.00 S
SI.622   71.000  1.00 P
SI.622   78.500  1.00 S
SI.623   74.000  1.00 P
SI.623   84.200  1.00 S
SI.628   80.000  1.00 P
SI.628   93.900  1.00 S
# 2016 9 2 7 46 4.300000 72.809000 124.035000 3.4000 0.000000 0.000000 0.000000 0.000000 66
SI.620  105.600  1.00 P
SI.620  108.400  1.00 S
SI.622  112.200  1.00 P
SI.622  119.700  1.00 S
SI.623  115.100  1.00 P
SI.623  125.100  1.00 S
SI.624  115.900  1.00 P
SI.624  126.600  1.00 S
# 2016 9 2 7 50 1.100000 72.776000 124.053000 15.6000 0.000000 0.000000 0.000000 0.000000 67
SI.620   16.800  1.00 P
SI.620   19.700  1.00 S
# 2016 9 2 8 6 3.800000 72.716000 123.776000 10.8000 0.000000 0.000000 0.000000 0.000000 68
SI.620   97.700  1.00 P
SI.620  100.700  1.00 S
SI.622  104.100  1.00 P
SI.622  111.800  1.00 S
SI.624  108.800  1.00 P
SI.624  119.700  1.00 S
SI.630  121.200  1.00 P
SI.630  141.900  1.00 S
# 2016 9 2 21 48 2.300000 72.691000 124.340000 20.0000 0.000000 0.000000 0.000000 0.000000 69
SI.620  147.400  1.00 P
SI.620  150.000  1.00 S
SI.622  151.700  1.00 P
SI.622  157.700  1.00 S
SI.623  154.800  1.00 P
SI.623  163.100  1.00 S
SI.624  156.000  1.00 P
SI.624  164.700  1.00 S
# 2016 9 3 4 1 5.800000 71.728000 129.286000 4.2000 0.000000 0.000000 0.000000 0.000000 70
SI.632  113.500  1.00 P
SI.632  115.900  1.00 S
SI.630  118.300  1.00 P
SI.630  124.700  1.00 S
SI.624  132.900  1.00 P
SI.624  148.900  1.00 S
SI.622  136.500  1.00 P
SI.622  155.700  1.00 S
# 2016 9 4 3 24 4.200000 71.920000 129.427000 22.3000 0.000000 0.000000 0.000000 0.000000 71
SI.630  106.600  1.00 P
SI.630  113.000  1.00 S
SI.627  113.500  1.00 P
SI.627  124.500  1.00 S
SI.625  118.100  1.00 P
SI.626  118.400  1.00 P
SI.626  132.900  1.00 S
SI.625  132.600  1.00 S
# 2016 9 4 15 36 4.400000 72.787000 123.173000 3.0000 0.000000 0.000000 0.000000 0.000000 72
SI.628  123.900  1.00 P
SI.628  141.500  1.00 S
SI.629  128.900  1.00 P
SI.629  150.100  1.00 S
SI.630  132.000  1.00 P
SI.630  155.400  1.00 S
SI.631  134.400  1.00 P
SI.631  159.600  1.00 S
# 2016 9 4 15 36 4.700000 72.934000 123.354000 10.9000 0.000000 0.000000 0.000000 0.000000 73
SI.628  123.800  1.00 P
SI.628  141.200  1.00 S
SI.626  125.200  1.00 P
SI.626  143.600  1.00 S
SI.629  128.600  1.00 P
SI.629  149.700  1.00 S
SI.630  131.700  1.00 P
SI.630  155.000  1.00 S
# 2016 9 4 15 38 3.900000 72.803000 123.164000 3.4000 0.000000 0.000000 0.000000 0.000000 74
SI.628  118.900  1.00 P
SI.628  136.700  1.00 S
SI.629  124.200  1.00 P
SI.629  145.400  1.00 S
SI.630  127.200  1.00 P
SI.630  150.700  1.00 S
SI.631  129.500  1.00 P
SI.631  154.700  1.00 S
